keyword,url,title,description,desc_lang,title_lang,web_title,web_title_lang
google,myaccount.google.com,Tài khoản Google,"Khi đăng nhập vào Tài khoản Google, bạn có thể xem và quản lý thông tin, hoạt động, các tùy chọn bảo mật, và các tùy chọn quyền riêng tư của mình để giúp ...",vi,vi,Welcome to My Activity,en
google,myaccount.google.com,Tài khoản Google,"Khi đăng nhập vào Tài khoản Google, bạn có thể xem và quản lý thông tin, hoạt động, các tùy chọn bảo mật, và các tùy chọn quyền riêng tư của mình để giúp ...",vi,vi,"
      Google User Experience Research
    ",en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Analytics,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Help,da
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Video,et
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Gmail,fi
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Account settings: Your browser is not supported.,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,  Google Translate ,af
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,"
      Google Ads - Thu hút nhiều khách hàng hơn bằng giải pháp quảng cáo trực tuyến đơn giản
    ",vi
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Đăng nhập - Tài khoản Google,vi
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google,cy
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google,cy
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Analytics,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google,cy
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Developers,nl
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Marketing Platform - Unified Advertising and Analytics,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Firebase,id
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Google Play,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,Welcome to My Activity,en
google,myactivity.google.com,Welcome to My Activity - Google,"Data helps make Google services more useful for you. Sign in to review and manage your activity, including things you've searched for, websites you've visited, ...",en,en,"
      Google User Experience Research
    ",en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Analytics,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Help,da
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Video,et
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Gmail,fi
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Account settings: Your browser is not supported.,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,  Google Translate ,af
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,"
      Google Ads - Thu hút nhiều khách hàng hơn bằng giải pháp quảng cáo trực tuyến đơn giản
    ",vi
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Đăng nhập - Tài khoản Google,vi
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google,cy
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google,cy
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Analytics,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google,cy
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Developers,nl
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Marketing Platform - Unified Advertising and Analytics,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Firebase,id
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Google Play,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,Welcome to My Activity,en
google,adssettings.google.com,Sign in - Google Accounts - Google Ads Settings,Use your Google Account. Email or phone. Forgot email? Type the text you hear or see. Not your computer? Use Guest mode to sign in privately. Learn more.,en,en,"
      Google User Experience Research
    ",en
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google Analytics,en
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google Help,da
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google Video,et
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Gmail,fi
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Account settings: Your browser is not supported.,en
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,  Google Translate ,af
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,"
      Google Ads - Thu hút nhiều khách hàng hơn bằng giải pháp quảng cáo trực tuyến đơn giản
    ",vi
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Đăng nhập - Tài khoản Google,vi
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google,cy
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google,cy
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google Analytics,en
google,ads.google.com,Thu hút nhiều khách hàng hơn bằng giải pháp quảng ... - Google Ads,Phát triển doanh nghiệp của bạn thông qua Google Ads. Hiển thị quảng cáo ...,vi,vi,Google,cy
